"sk_produk","nama_produk","sk_cabang","nama_cabang","bulan","tahun","total_terjual"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","11","2008","3227"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","11","2008","3429"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2756"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","11","2008","3312"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","11","2008","3391"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2758"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","11","2008","2797"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","11","2008","3514"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2929"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","11","2008","3135"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2753"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3082"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3315"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3327"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2972"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2761"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","11","2008","2954"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3038"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","11","2008","3212"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","11","2008","3442"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3072"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","11","2008","3223"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","11","2008","2999"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3087"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","11","2008","3324"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","11","2008","2900"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3487"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","11","2008","3110"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2739"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3098"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3178"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2894"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3198"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2700"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3229"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3119"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2875"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3145"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2849"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3295"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3135"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2945"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3281"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","11","2008","2943"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2992"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","11","2008","2853"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2725"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2967"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3318"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3121"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3212"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3208"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3037"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2734"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3020"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3209"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3093"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3101"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","11","2008","3064"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3184"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","11","2008","3223"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","11","2008","2850"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3251"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","11","2008","3219"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3031"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2841"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2781"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2937"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2951"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2761"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","11","2008","2698"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2777"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","11","2008","3033"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","12","2008","3313"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3006"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","12","2008","3142"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2901"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3253"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3158"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3011"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3005"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2900"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3106"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2802"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3226"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3010"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3071"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3009"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3359"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3170"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3177"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3079"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2731"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3120"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3112"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3204"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3328"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2979"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3161"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2958"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3258"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2940"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3081"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3097"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3219"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2788"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2701"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2904"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2770"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","12","2008","2881"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2944"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","12","2008","3034"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2804"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2883"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2899"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2868"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3020"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3061"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","12","2008","2912"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3087"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","12","2008","2671"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","12","2008","3285"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3225"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","12","2008","3219"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","12","2008","3251"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3023"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","12","2008","3433"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","12","2008","3523"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2677"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","12","2008","3230"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","12","2008","2837"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3499"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","12","2008","2973"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3226"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3478"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3180"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3131"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2926"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3002"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","12","2008","2988"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3071"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","12","2008","3184"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","12","2008","2563"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3088"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","12","2008","3217"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","12","2008","2854"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3166"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","12","2008","2927"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","12","2008","3127"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3194"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","12","2008","3264"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2937"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2804"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2937"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3123"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3123"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3562"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3322"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2943"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2852"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2794"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2847"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2802"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3157"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3017"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3192"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","12","2008","3419"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3257"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","12","2008","3722"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3122"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3208"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3238"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2992"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3196"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3003"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2994"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3083"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2967"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","2969"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2989"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","2846"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","12","2008","2883"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2937"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","12","2008","3241"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","12","2008","3025"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","2778"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","12","2008","3165"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3297"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3279"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3162"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","12","2008","3108"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3238"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","12","2008","3121"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","12","2008","3230"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","12","2008","3250"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","12","2008","3293"
